O_G,O_A,O_B,O_C,Ir,Iy,Ib,Vr,Vy,Vb
0,1,1,1,113.8758618,-815.7736415,701.8977797,-379.00841,160.536475,218.471924
0,1,1,1,127.6248455,-821.0059802,693.3811347,-378.435937,155.099219,223.336718
0,1,1,1,141.3423489,-826.0357549,684.6934059,-377.770107,149.623694,228.146413
0,1,1,1,155.0249875,-830.8617244,675.8367369,-377.011085,144.111275,232.899821
0,1,1,1,168.6693851,-835.482698,666.8133129,-376.159069,138.563304,237.595765
0,1,1,1,182.2721752,-839.8975356,657.6253604,-375.214257,132.981167,242.23309
0,1,1,1,195.8300017,-844.1051479,648.2751462,-374.17688,127.366228,246.810652
0,1,1,1,209.3395192,-848.1044967,638.7649775,-373.047202,121.719873,251.327329
0,1,1,1,222.7973946,-851.8945952,629.0972007,-371.825498,116.04351,255.781988
0,1,1,1,236.2003072,-855.4745084,619.2742012,-370.512065,110.338514,260.173551
0,1,1,1,249.5449501,-858.8433528,609.2984026,-369.107244,104.606326,264.500918
0,1,1,1,262.8280308,-862.0002972,599.1722664,-367.611365,98.848321,268.763033
0,1,1,1,276.0462718,-864.9445629,588.8982911,-366.024802,93.065951,272.95884
0,1,1,1,289.1964117,-867.6754232,578.4790115,-364.34794,87.260635,277.087305
0,1,1,1,302.2752059,-870.1922045,567.9169986,-362.581208,81.433803,281.147405
0,1,1,1,315.2794275,-872.4942856,557.2148582,-360.725024,75.586885,285.138139
0,1,1,1,328.2058677,-874.5810987,546.375231,-358.779861,69.721333,289.058528
0,1,1,1,341.0513373,-876.4521288,535.4007915,-356.746192,63.838599,292.907593
0,1,1,1,353.8126668,-878.1069143,524.2942475,-354.624523,57.940124,296.684399
0,1,1,1,366.4867075,-879.5450469,513.0583394,-352.415371,52.02736,300.388011
0,1,1,1,379.0703323,-880.7661717,501.6958394,-350.119286,46.101781,304.017505
0,1,1,1,391.5604363,-881.7699875,490.2095511,-347.736829,40.164839,307.57199
0,1,1,1,403.9539379,-882.5562465,478.6023086,-345.268594,34.217997,311.050597
0,1,1,1,416.2477791,-883.1247548,466.8769757,-342.715186,28.262729,314.452457
0,1,1,1,428.4389266,-883.4753722,455.0364455,-340.077243,22.300498,317.776745
0,1,1,1,440.5243725,-883.608012,443.0836396,-337.355403,16.332789,321.022625
0,1,1,1,452.5011347,-883.5226416,431.0215069,-334.550348,10.361054,324.189294
0,1,1,1,464.3662582,-883.2192821,418.8530238,-331.66276,4.386778,327.275993
0,1,1,1,476.1168155,-882.6980082,406.5811926,-328.693365,-1.588565,330.28193
0,1,1,1,487.7499074,-881.9589486,394.2090413,-325.642889,-7.563512,333.20639
0,1,1,1,499.2626634,-881.0022857,381.7396223,-322.51208,-13.536567,336.048647
0,1,1,1,510.6522431,-879.8282555,369.1760124,-319.301719,-19.506267,338.807986
0,1,1,1,521.9158361,-878.4371476,356.5213115,-316.012587,-25.471149,341.483736
0,1,1,1,533.0506634,-876.8293054,343.7786419,-312.645509,-31.429728,344.075226
0,1,1,1,544.0539777,-875.0051255,330.9511477,-309.201299,-37.380541,346.58184
0,1,1,1,554.923064,-872.9650579,318.0419939,-305.680826,-43.322114,349.00294
0,1,1,1,565.6552405,-870.7096062,305.0543656,-302.084948,-49.252984,351.337932
0,1,1,1,576.2478593,-868.2393267,291.9914673,-298.414545,-55.171688,353.586233
0,1,1,1,586.6983068,-865.5548289,278.8565222,-294.670541,-61.076763,355.747304
0,1,1,1,597.0040044,-862.6567753,265.6527709,-290.853849,-66.966768,357.820606
0,1,1,1,607.1624094,-859.5458809,252.3834715,-286.965404,-72.840218,359.805633
0,1,1,1,617.1710154,-856.2229132,239.0518978,-283.006185,-78.695694,361.701879
0,1,1,1,627.0273529,-852.6886921,225.6613393,-278.977149,-84.531733,363.508882
0,1,1,1,636.7289899,-848.9440897,212.2150998,-274.879297,-90.346905,365.226202
0,1,1,1,646.2735329,-844.9900299,198.716497,-270.713652,-96.139769,366.853421
0,1,1,1,655.6586267,-840.8274882,185.1688616,-266.481215,-101.908906,368.390121
0,1,1,1,664.8819557,-836.4574918,171.5755361,-262.183053,-107.652875,369.835928
0,1,1,1,673.9412443,-831.8811189,157.9398746,-257.820222,-113.370268,371.190501
0,1,1,1,682.8342572,-827.0994985,144.2652413,-253.3938,-119.059688,372.453488
0,1,1,1,691.5588001,-822.1138105,130.5550104,-248.904876,-124.719705,373.62457
0,1,1,1,700.1127205,-816.9252851,116.8125647,-244.35455,-130.348933,374.703483
0,1,1,1,708.4939077,-811.5352025,103.0412948,-239.743955,-135.945997,375.689952
0,1,1,1,716.7002938,-805.9448924,89.24459861,-235.074224,-141.5095,376.583724
0,1,1,1,724.7298541,-800.1557344,75.42588029,-230.346501,-147.038078,377.384579
0,1,1,1,732.5806074,-794.1691568,61.58854939,-225.561974,-152.530356,378.09233
0,1,1,1,740.2506165,-787.9866366,47.73602005,-220.721809,-157.984981,378.706801
0,1,1,1,747.7379891,-781.6096993,33.87171019,-215.827205,-163.400622,379.227827
0,1,1,1,755.0408778,-775.0399184,19.99904062,-210.879361,-168.775926,379.655298
0,1,1,1,762.1574806,-768.2789148,6.121434204,-205.879509,-174.109584,379.989093
0,1,1,1,769.0860416,-761.3283566,-7.757684961,-200.828881,-179.400254,380.229135
0,1,1,1,775.8248514,-754.189959,-21.63489241,-195.72872,-184.64666,380.37538
0,1,1,1,782.3722472,-746.865483,-35.50676415,-190.58028,-189.847482,380.427762
0,1,1,1,788.7266136,-739.3567361,-49.36987751,-185.384837,-195.001455,380.386292
0,1,1,1,794.8863827,-731.6655707,-63.22081197,-180.143667,-200.107303,380.25097
0,1,1,1,800.8500346,-723.7938846,-77.05615001,-174.858068,-205.163761,380.021829
0,1,1,1,806.6160981,-715.7436201,-90.87247798,-169.529349,-210.169575,379.698935
0,1,1,1,812.1831502,-707.5167633,-104.6663869,-164.158819,-215.123535,379.282354
0,1,1,1,817.5498176,-699.1153442,-118.4344733,-158.747809,-220.024387,378.772196
0,1,1,1,822.7147759,-690.5414357,-132.1733402,-153.297639,-224.870954,378.168593
0,1,1,1,827.6767509,-681.7971532,-145.8795977,-147.809673,-229.662015,377.471677
0,1,1,1,832.4345183,-672.8846543,-159.5498639,-142.285253,-234.396393,376.681635
0,1,1,1,836.986904,-663.8061381,-173.180766,-136.725732,-239.072922,375.798665
0,1,1,1,841.332785,-654.5638444,-186.7689407,-131.132507,-243.690458,374.822965
0,1,1,1,845.471089,-645.1600537,-200.3110353,-125.506942,-248.247846,373.754799
0,1,1,1,849.4007948,-635.5970862,-213.8037085,-119.850434,-252.743975,372.594409
0,1,1,1,853.1209328,-625.8773016,-227.2436313,-114.164369,-257.177723,371.342103
0,1,1,1,856.6305853,-616.0030978,-240.6274874,-108.450155,-261.548012,369.998167
0,1,1,1,859.9288861,-605.9769114,-253.9519748,-102.7092,-265.853753,368.562953
0,1,1,1,863.0150216,-595.801216,-267.2138056,-96.942923,-270.093879,367.036802
0,1,1,1,865.8882303,-585.4785225,-280.4097078,-91.152743,-274.267345,365.420088
0,1,1,1,868.5478032,-575.0113777,-293.5364255,-85.34009,-278.373139,363.713229
0,1,1,1,870.9930841,-564.4023642,-306.5907198,-79.506405,-282.410227,361.916632
0,1,1,1,873.2234697,-553.6540998,-319.5693699,-73.653118,-286.377619,360.030737
0,1,1,1,875.2384097,-542.7692363,-332.4691734,-67.781681,-290.274336,358.056017
0,1,1,1,877.0374069,-531.7504595,-345.2869474,-61.893535,-294.099421,355.992956
0,1,1,1,878.6200175,-520.600488,-358.0195295,-55.990132,-297.851939,353.842071
0,1,1,1,879.9858509,-509.322073,-370.6637779,-50.072935,-301.530933,351.603879
0,1,1,1,881.1345702,-497.9179972,-383.216573,-44.143407,-305.135534,349.27893
0,1,1,1,882.0658919,-486.3910744,-395.6748175,-38.203,-308.664818,346.867818
0,1,1,1,882.7795863,-474.7441487,-408.0354376,-32.253188,-312.117938,344.371126
0,1,1,1,883.2754772,-462.9800939,-420.2953834,-26.295434,-315.494036,341.78947
0,1,1,1,883.5534423,-451.1018124,-432.4516299,-20.331212,-318.792265,339.123488
0,1,1,1,883.6134131,-439.1122352,-444.5011779,-14.361996,-322.011833,336.373829
0,1,1,1,883.4553746,-427.0143204,-456.4410542,-8.389249,-325.151937,333.541186
0,1,1,1,883.079366,-414.811053,-468.268313,-2.414456,-328.211796,330.626252
0,1,1,1,882.4854799,-402.505444,-479.9800359,3.56092,-331.190662,327.629742
0,1,1,1,881.673863,-390.1005297,-491.5733332,9.535394,-334.087798,324.552404
0,1,1,1,880.6447154,-377.5993708,-503.0453446,15.507492,-336.902489,321.394997
0,1,1,1,879.3982911,-365.0050516,-514.3932395,21.475751,-339.634042,318.15828
0,1,1,1,877.9348977,-352.3206798,-525.6142179,27.438697,-342.281775,314.843078
0,1,1,1,876.2548962,-339.5493849,-536.7055112,33.394856,-344.84505,311.450194
0,1,1,1,874.358701,-326.6943181,-547.6643829,39.342743,-347.323218,307.980475
0,1,1,1,872.2467802,-313.7586513,-558.4881289,45.280917,-349.715685,304.434768
0,1,1,1,869.9196547,-300.745576,-569.1740788,51.207893,-352.021846,300.813953
0,1,1,1,867.3778988,-287.658303,-579.7195958,57.122219,-354.241129,297.11891
0,1,1,1,864.6221396,-274.5000615,-590.1220781,63.022432,-356.373006,293.350574
0,1,1,1,861.653057,-261.274098,-600.3789589,68.90708,-358.416938,289.509858
0,1,1,1,858.4713836,-247.9836759,-610.4877076,74.7747,-360.372419,285.597719
0,1,1,1,855.0779044,-234.6320744,-620.44583,80.623851,-362.238965,281.615114
0,1,1,1,851.4734568,-221.2225877,-630.250869,86.453103,-364.016136,277.563033
0,1,1,1,847.65893,-207.7585245,-639.9004055,92.260993,-365.703459,273.442466
0,1,1,1,843.6352653,-194.2432069,-649.3920584,98.046113,-367.300549,269.254436
0,1,1,1,839.4034554,-180.6799694,-658.723486,103.807011,-368.806999,264.999988
0,1,1,1,834.9645444,-167.0721587,-667.8923858,109.542279,-370.222435,260.680145
0,1,1,1,830.3196277,-153.4231322,-676.8964955,115.250509,-371.546505,256.295996
0,1,1,1,825.4698512,-139.7362578,-685.7335935,120.930271,-372.77889,251.848619
0,1,1,1,820.4164116,-126.0149123,-694.4014993,126.58019,-373.919282,247.339092
0,1,1,1,815.1605557,-112.2624813,-702.8980744,132.198847,-374.967406,242.768559
0,1,1,1,809.7035804,-98.48235814,-711.2212223,137.784878,-375.922998,238.13812
0,1,1,1,804.046832,-84.67794271,-719.3688893,143.336886,-376.785827,233.44893
0,1,1,1,798.1917063,-70.8526411,-727.3390652,148.853518,-377.555673,228.702155
0,1,1,1,792.139648,-57.00986448,-735.1297835,154.333399,-378.232349,223.89895
0,1,1,1,785.8921502,-43.15302836,-742.7391219,159.775176,-378.815679,219.040503
0,1,1,1,779.4507545,-29.2855517,-750.1652028,165.177518,-379.305542,214.128013
0,1,1,1,772.8170503,-15.4108561,-757.4061942,170.539094,-379.701795,209.162701
0,1,1,1,765.9926741,-1.532364929,-764.4603092,175.858562,-380.00435,204.145788
0,1,1,1,758.97931,12.34649751,-771.3258075,181.134624,-380.21313,199.078506
0,1,1,1,751.7786882,26.2223068,-778.000995,186.365982,-380.32808,193.962109
0,1,1,1,744.3925856,40.0916393,-784.4842249,191.551327,-380.349189,188.797862
0,1,1,1,736.8228244,53.95107297,-790.7738973,196.689394,-380.276424,183.58703
0,1,1,1,729.0712724,67.79718819,-796.8684606,201.778918,-380.109829,178.330911
0,1,1,1,721.1398421,81.62656864,-802.7664108,206.818634,-379.849426,173.030792
0,1,1,1,713.0304907,95.43580212,-808.4662928,211.80731,-379.495292,167.687993
0,1,1,1,704.7452188,109.2214814,-813.9667002,216.743692,-379.047515,162.303823
0,1,1,1,696.2860708,122.9802051,-819.2662759,221.626592,-378.506194,156.879602
0,1,1,1,687.6551338,136.7085785,-824.3637123,226.454778,-377.871461,151.416683
0,1,1,1,678.8545374,150.4032142,-829.2577516,231.227073,-377.143492,145.916419
0,1,1,1,669.886453,164.0607334,-833.9471864,235.9423,-376.322452,140.380141
0,1,1,1,660.7530933,177.6777662,-838.4308596,240.599304,-375.408539,134.809246
0,1,1,1,651.456712,191.2509529,-842.7076648,245.196908,-374.401995,129.205087
0,1,1,1,641.9996026,204.7769444,-846.776547,249.734001,-373.303051,123.56905
0,1,1,1,632.3840986,218.2524034,-850.636502,254.209461,-372.111993,117.902532
0,1,1,1,622.6125726,231.6740051,-854.2865777,258.622177,-370.829107,112.20693
0,1,1,1,612.6874354,245.0384379,-857.7258732,262.97106,-369.454701,106.483641
0,1,1,1,602.6111359,258.3424043,-860.9535402,267.255054,-367.989138,100.734084
0,1,1,1,592.3861604,271.5826217,-863.9687821,271.47307,-366.432759,94.959689
0,1,1,1,582.0150316,284.7558233,-866.770855,275.624096,-364.785949,89.161853
0,1,1,1,571.5003086,297.8587589,-869.3590675,279.707098,-363.049126,83.342039
0,1,1,1,560.8445856,310.8881955,-871.7327811,283.721064,-361.222719,77.501655
0,1,1,1,550.0504918,323.8409182,-873.8914101,287.665004,-359.307157,71.642153
0,1,1,1,539.1206905,336.7137312,-875.8344217,291.537961,-357.302946,65.764985
0,1,1,1,528.0578784,349.5034584,-877.5613368,295.338956,-355.210548,59.871592
0,1,1,1,528.0578784,349.5034584,-877.5613368,295.338956,-355.210548,59.871592
0,1,1,1,516.8647852,362.2069439,-879.071729,299.067065,-353.030491,53.963426
1,1,1,1,57.6723367,-3.393934011,-54.27840269,1526.196287,3769.125261,-5295.321548
1,1,1,1,57.20376801,-2.378281346,-54.82548667,1443.805935,3830.522025,-5274.32796
1,1,1,1,56.72108526,-1.362041953,-55.35904331,1361.059348,3890.973669,-5252.033017
1,1,1,1,22.3513447,-91.77811337,69.42676867,881.345388,2879.848378,-3761.193766
1,1,1,1,-42.59356677,-271.4363939,314.0299607,46.269762,830.354899,-876.62465
1,1,1,1,-87.45107582,-410.0652939,497.5163697,-527.046058,-667.114085,1194.160154
1,1,1,1,-107.970281,-492.9520271,600.9223081,-793.581613,-1447.830054,2241.411667
1,1,1,1,-99.1407765,-502.2992173,601.4399938,-709.278922,-1338.190755,2047.469677
1,1,1,1,-57.56171199,-423.4084106,480.9701226,-241.645316,-183.867497,425.512813
1,1,1,1,-12.07577101,-327.6181146,339.6938856,254.606418,1134.626603,-1389.233021
1,1,1,1,15.79862191,-271.8661122,256.0674903,521.317313,1931.185124,-2452.502437
1,1,1,1,20.40314984,-274.5004661,254.0973162,499.334594,2006.058494,-2505.393088
1,1,1,1,-0.132362406,-344.9494302,345.0817926,176.741125,1272.892599,-1449.633724
1,1,1,1,-31.87464645,-450.6096914,482.4843378,-272.937126,140.38288,132.554257
1,1,1,1,-54.15023918,-538.1980731,592.3483123,-598.652428,-742.405488,1341.057927
1,1,1,1,-56.5033138,-578.0384497,634.5417635,-680.460957,-1031.927765,1712.388722
1,1,1,1,-36.93321013,-561.1101063,598.0433164,-502.311172,-640.029269,1142.340452
1,1,1,1,-3.094808042,-503.847018,506.941826,-163.518102,215.832628,-52.314526
1,1,1,1,29.37982137,-445.4961169,416.1162955,145.653244,1055.844878,-1201.498133
1,1,1,1,47.89187442,-420.0606002,372.1687257,275.838761,1474.642983,-1750.481744
1,1,1,1,48.2097257,-441.4683459,393.2586202,183.178798,1321.761166,-1504.939964
1,1,1,1,34.34656885,-502.3804188,468.0338499,-77.831413,701.62411,-623.792697
1,1,1,1,17.46049612,-575.5745449,558.1140488,-368.881029,-46.715163,415.596192
1,1,1,1,9.438120997,-629.8065028,620.3683818,-547.968575,-548.669341,1096.637905
1,1,1,1,16.57710805,-646.5985299,630.0214219,-543.412485,-591.675293,1135.087778
1,1,1,1,37.6647591,-626.4049945,588.7402354,-375.797488,-196.835177,572.632665
1,1,1,1,65.07509795,-587.0698468,521.9947488,-140.499722,410.760361,-270.260639
1,1,1,1,88.6266967,-554.6956384,466.0689417,39.125119,913.366663,-952.491782
1,1,1,1,101.1259244,-549.2687293,448.1428049,79.722973,1077.518068,-1157.24103
1,1,1,1,101.3826382,-576.0366475,474.6540094,-28.567957,851.026429,-822.458461
1,1,1,1,94.21243671,-624.3907457,530.178309,-223.439601,373.064362,-149.624772
1,1,1,1,87.70985043,-674.0505507,586.3407002,-406.122651,-108.042165,514.164816
1,1,1,1,89.07146257,-705.6374496,616.565987,-491.181625,-361.33801,852.519635
1,1,1,1,101.0871514,-710.236571,609.1494196,-448.728643,-288.764003,737.492646
1,1,1,1,121.3174071,-692.4125734,571.0951663,-311.550481,45.524699,266.025782
1,1,1,1,143.6156383,-667.1056206,523.4899822,-155.816639,455.148111,-299.331472
1,1,1,1,161.4333344,-651.469831,490.0364966,-59.67203,734.330784,-674.658754
1,1,1,1,170.9882384,-656.4669686,485.4787301,-66.249854,756.532282,-690.282417
1,1,1,1,172.8811096,-682.0249998,509.1438902,-164.891122,531.232416,-366.341283
1,1,1,1,171.3667425,-718.1786781,546.8119355,-302.177634,184.336504,117.84113
1,1,1,1,172.0630201,-750.5236567,578.4606366,-409.911227,-108.77053,518.681757
1,1,1,1,179.0687426,-767.6806758,588.6119333,-440.395912,-214.960361,655.356273
1,1,1,1,193.1616226,-766.4000696,573.2384469,-386.664872,-101.286933,487.951794
1,1,1,1,211.6679543,-752.5269275,540.8589733,-283.224821,155.454387,127.770434
1,1,1,1,230.080825,-737.3079431,507.2271182,-185.034377,417.334214,-232.299837
1,1,1,1,244.3374068,-731.6358847,487.2984779,-140.231674,554.486658,-414.254984
1,1,1,1,252.7805482,-740.7151572,487.9346089,-166.636514,509.296227,-342.659713
1,1,1,1,256.7046558,-762.155626,505.4509702,-246.61318,315.750105,-69.136925
1,1,1,1,259.5173252,-787.6690933,528.1517681,-337.812266,77.269874,260.542392
1,1,1,1,264.8803892,-807.6548452,542.7744559,-396.376013,-90.844248,487.220261
1,1,1,1,274.9592658,-815.8382209,540.8789551,-397.482492,-116.114966,513.597458
1,1,1,1,289.4697084,-812.1005518,522.6308434,-346.345197,-1.876281,348.221478
1,1,1,1,306.0571471,-801.9168739,495.8597268,-272.485972,182.506159,89.979813
1,1,1,1,321.5693628,-793.3334418,471.764079,-214.075169,339.037446,-124.962277
1,1,1,1,333.6718103,-792.7906684,459.1188581,-198.243859,392.207332,-193.963473
1,1,1,1,341.8675971,-802.2418238,460.3742267,-229.517651,321.986324,-92.468673
1,1,1,1,347.607829,-818.5164391,470.9086101,-289.045922,170.089579,118.956343
1,1,1,1,353.3948136,-835.3606621,481.9658485,-346.169769,13.331131,332.838638
1,1,1,1,361.5149566,-846.6338337,485.1188771,-373.705662,-75.091478,448.79714
1,1,1,1,372.9263265,-849.3270803,476.4007538,-361.18544,-61.694237,422.879666
1,1,1,1,386.9357783,-844.6732338,457.7374555,-318.039425,35.683846,282.355568
1,1,1,1,401.6449357,-837.2595296,435.6145939,-267.7664,159.791192,107.975208
1,1,1,1,414.9897256,-832.4676103,417.4778847,-235.040652,245.878974,-10.838322
1,1,1,1,425.7209035,-833.8799338,408.1590303,-234.103573,252.550694,-18.447121
1,1,1,1,433.9574693,-841.6467813,407.689312,-262.454104,180.593743,81.86035
1,1,1,1,440.9872324,-852.7670881,411.7798557,-303.809836,68.148047,235.661789
1,1,1,1,448.5676287,-862.7430598,414.1754311,-336.809286,-30.028823,366.838109
1,1,1,1,458.0160273,-867.928848,409.9128207,-346.018541,-71.091493,417.110045
1,1,1,1,469.6322446,-867.1575738,397.5253292,-328.577073,-42.989727,371.5668
1,1,1,1,482.6185745,-862.1444286,379.5258541,-294.76326,31.681738,263.081522
1,1,1,1,495.5750489,-856.363848,360.7887992,-261.681046,110.154352,151.526694
1,1,1,1,507.2033202,-853.2772725,346.0739523,-244.679424,151.185694,93.49373
1,1,1,1,516.9393562,-854.6202139,337.6808577,-249.897648,135.345606,114.552031
1,1,1,1,525.1422338,-859.7611758,334.618942,-272.302811,71.971977,200.330834
1,1,1,1,532.8580222,-866.1622951,333.304273,-298.872728,-7.275235,306.147963
1,1,1,1,541.2389216,-870.8073546,329.568433,-315.726312,-66.025201,381.751513
1,1,1,1,550.9941639,-871.6516981,320.6575343,-314.70769,-80.658787,395.366477
1,1,1,1,562.0687492,-868.5646868,306.4959377,-296.982356,-50.999993,347.982338
1,1,1,1,573.7486075,-863.1894904,289.4408829,-271.532833,1.987117,269.545716
1,1,1,1,585.043751,-858.0398688,272.9961179,-250.308454,47.730518,202.577925
1,1,1,1,595.2008252,-855.1789159,259.9780907,-242.092917,61.919737,180.17318
1,1,1,1,604.0297023,-855.3012371,251.2715347,-248.668519,37.358068,211.310451
1,1,1,1,611.9586741,-857.4805406,245.5218666,-264.444565,-13.742707,278.187272
1,1,1,1,619.7607213,-859.7880946,240.0273733,-279.881404,-67.56431,347.445714
1,1,1,1,628.1630887,-860.2737442,232.1106556,-286.322905,-100.884443,387.207348
1,1,1,1,637.4872153,-857.9385615,220.4513463,-280.175984,-102.430955,382.606928
1,1,1,1,647.5389166,-853.1037813,205.5648647,-264.126874,-77.074305,341.201179
1,1,1,1,657.7326446,-847.1739759,189.4413313,-245.388077,-42.299972,287.68806
1,1,1,1,667.4162341,-841.8400125,174.4237784,-231.773531,-18.539037,250.312568
1,1,1,1,676.1780095,-838.2695266,162.0915171,-227.949865,-19.245809,247.195674
1,1,1,1,684.033307,-836.5628224,152.5295153,-233.403412,-44.870991,278.274403
1,1,1,1,691.3689527,-835.8226009,144.4536482,-243.181081,-83.886176,327.067257
1,1,1,1,698.7337437,-834.6457894,135.9120457,-250.607753,-119.23439,369.842132
1,1,1,1,706.5494976,-831.8672552,125.3177576,-250.687008,-137.115627,387.802635
1,1,1,1,714.926675,-827.0767229,112.1500479,-242.326964,-133.255716,375.58268
1,1,1,1,723.6274014,-820.7756681,97.1482667,-228.564941,-114.231799,342.79674
1,1,1,1,732.216931,-814.0362292,81.81929821,-214.72671,-93.309568,308.036278
1,1,1,1,740.279879,-807.9590354,67.67915636,-205.692377,-83.548597,289.240974
1,1,1,1,747.6252552,-803.1205831,55.49532797,-203.567067,-91.483755,295.050833
1,1,1,1,754.3500172,-799.3617026,45.01168536,-206.921297,-114.577881,321.499189
1,1,1,1,760.7741804,-795.9077499,35.13356949,-211.768689,-143.183733,354.952422
1,1,1,1,767.2591093,-791.8138698,24.55476051,-213.712576,-165.816761,379.529337
1,1,1,1,774.0360105,-786.4163097,12.38029916,-210.091299,-174.821922,384.913232
1,1,1,1,781.0976119,-779.6466723,-1.450939594,-201.115233,-169.738899,370.854121
1,1,1,1,788.2275476,-771.9973134,-16.23023428,-189.520441,-156.907399,346.427829
1,1,1,1,795.1146452,-764.2542998,-30.86034538,-179.035406,-145.830509,324.865915
1,1,1,1,801.51594,-757.0784661,-44.43747392,-172.507049,-144.342044,316.849093
1,1,1,1,807.3605582,-750.7148262,-56.64573193,-170.6001,-154.961444,325.561555
1,1,1,1,812.773983,-744.8956031,-67.87837993,-171.672809,-174.156741,345.82955
1,1,1,1,817.9941244,-739.0286554,-78.96546898,-172.753922,-194.532261,367.286183
1,1,1,1,823.2517684,-732.4965667,-90.75520171,-171.09928,-208.749464,379.848744
1,1,1,1,828.653743,-724.9708548,-103.6828882,-165.479512,-213.015858,378.49537
1,1,1,1,834.1463329,-716.5327796,-117.6135533,-156.659063,-208.648385,365.307448
1,1,1,1,839.5488377,-707.6133812,-131.9354565,-146.841486,-200.957724,347.79921
1,1,1,1,844.6553489,-698.7444616,-145.9108874,-138.505873,-196.400303,334.906176
1,1,1,1,849.3303698,-690.307399,-159.0229708,-133.170851,-199.320385,332.491236
1,1,1,1,853.5717502,-682.3515354,-171.2202147,-130.767879,-210.09483,340.862709
1,1,1,1,857.4950695,-674.611377,-182.8836924,-129.787922,-225.231039,355.01895
1,1,1,1,861.2714805,-666.6510863,-194.6203942,-128.154884,-239.438749,367.593622
1,1,1,1,865.0356599,-658.1006971,-206.9349629,-124.249323,-248.26483,372.514153
1,1,1,1,868.8274107,-648.8191278,-220.0082829,-117.675041,-250.230618,367.905659
1,1,1,1,872.5759753,-638.9538506,-233.6221247,-109.319859,-247.220743,356.540602
1,1,1,1,876.1466298,-628.8365789,-247.3100508,-100.846625,-243.35905,344.205675
1,1,1,1,879.406648,-618.8186267,-260.5880213,-93.79986,-242.760309,336.560169
1,1,1,1,882.291936,-609.0920937,-273.1998423,-88.901758,-247.62408,336.525838
1,1,1,1,884.8279761,-599.6211639,-285.2068122,-85.746639,-257.263853,343.010492
1,1,1,1,887.1126903,-590.1713195,-296.9413707,-83.122578,-268.759777,351.882355
1,1,1,1,889.2593614,-580.4487939,-308.8105675,-79.634401,-278.476165,358.110555
1,1,1,1,891.3434273,-570.2400996,-321.1033277,-74.42171,-283.950414,358.372124
1,1,1,1,893.3658902,-559.5170701,-333.8488201,-67.497529,-284.897976,352.395505
1,1,1,1,895.26167,-548.4282382,-346.8334318,-59.699156,-283.243334,342.942501
1,1,1,1,896.9332913,-537.2209771,-359.7123142,-52.184539,-281.923873,334.108423
1,1,1,1,898.3029162,-526.1081622,-372.194754,-45.87979,-283.471045,329.350835
1,1,1,1,899.34509,-515.1769421,-384.1681479,-41.022553,-288.744236,329.766789
1,1,1,1,900.0967681,-504.3521426,-395.7446255,-37.138816,-296.741907,333.880723
1,1,1,1,900.6313913,-493.4541652,-407.1772261,-33.300773,-305.159195,338.459968
1,1,1,1,901.0225746,-482.2893879,-418.7331867,-28.644649,-311.690808,340.335457
1,1,1,1,901.3060634,-470.7520368,-430.5540266,-22.749826,-315.05705,337.806876
1,1,1,1,901.4678138,-458.8630719,-442.6047419,-15.836117,-315.614761,331.450878
1,1,1,1,901.4526,-446.7564323,-454.6961677,-8.572212,-314.962593,323.534805
1,1,1,1,901.1960723,-434.600812,-466.5952603,-1.748252,-315.148174,316.896426
1,1,1,1,900.6542965,-422.5223291,-478.1319675,4.145845,-317.561398,313.415553
1,1,1,1,899.8250475,-410.5437077,-489.2813398,9.098034,-322.403675,313.305641
1,1,1,1,898.7432988,-398.5886732,-500.1546257,13.569952,-328.610007,315.040055
1,1,1,1,897.4630435,-386.5236943,-510.9393492,18.202184,-334.550931,316.348747
1,1,1,1,896.0278422,-374.2333484,-521.7944938,23.521157,-338.783181,315.262013
1,1,1,1,894.4525156,-361.671236,-532.7812795,29.663744,-340.808897,311.145153
1,1,1,1,892.7167881,-348.8823684,-543.8344197,36.374712,-341.153879,304.779167
1,1,1,1,890.779752,-335.9709261,-554.808826,43.131583,-341.106689,297.975106
1,1,1,1,888.5997999,-323.0507677,-565.5490322,49.448575,-341.953942,292.505367
1,1,1,1,886.1563722,-310.187317,-575.9690551,55.07623,-344.439634,289.363404
1,1,1,1,883.4566961,-297.3756655,-586.0810306,60.130543,-348.375148,288.244594
1,1,1,1,880.5315606,-284.5467104,-595.9848503,64.975482,-352.886633,287.911151
1,1,1,1,877.417278,-271.6111163,-605.8061617,70.055348,-356.817131,286.761794
1,1,1,1,874.1393262,-258.5020597,-615.6372666,75.644184,-359.383178,283.738994
1,1,1,1,870.6999439,-245.2104841,-625.4894598,81.756598,-360.444513,278.687926
1,1,1,1,867.0805937,-231.7827912,-635.2978025,88.133463,-360.590934,272.457482
1,1,1,1,863.2517236,-218.2985981,-644.9531255,94.417587,-360.722285,266.304698
1,1,1,1,859.189461,-204.8280707,-654.3613903,100.305227,-361.661575,261.356348
1,1,1,1,854.885814,-191.4035965,-663.4822175,105.71462,-363.693297,257.978677
1,1,1,1,850.3526743,-178.0061104,-672.346564,110.778338,-366.54343,255.765092
1,1,1,1,845.6137205,-164.5831166,-681.0306039,115.787452,-369.488471,253.701019
1,1,1,1,840.6935117,-151.0756855,-689.6178262,121.010582,-371.811253,250.800671
1,1,1,1,835.605037,-137.4516522,-698.1533847,126.592092,-373.076803,246.484722
